# FSPS SSP (MIST/MILES, solar Z, Kroupa IMF), 10 Gyr -- old population
# lambda[um]   L_lambda[arb, shape only; normalized to unit peak]
  3.997930e-01   4.571445e-01
  3.998830e-01   4.490901e-01
  3.999731e-01   4.791551e-01
  4.000631e-01   5.273007e-01
  4.001531e-01   5.467367e-01
  4.002431e-01   5.448882e-01
  4.003331e-01   5.575130e-01
  4.004232e-01   5.688052e-01
  4.005132e-01   5.295517e-01
  4.006032e-01   4.484431e-01
  4.006933e-01   4.080108e-01
  4.007833e-01   4.426184e-01
  4.008733e-01   5.010719e-01
  4.009633e-01   5.342745e-01
  4.010533e-01   5.396794e-01
  4.011434e-01   5.404988e-01
  4.012334e-01   5.433440e-01
  4.013234e-01   5.466978e-01
  4.014134e-01   5.506957e-01
  4.015035e-01   5.528388e-01
  4.015935e-01   5.646094e-01
  4.016835e-01   5.756089e-01
  4.017735e-01   5.571783e-01
  4.018636e-01   5.345318e-01
  4.019536e-01   5.512589e-01
  4.020436e-01   5.806993e-01
  4.021336e-01   5.790763e-01
  4.022237e-01   5.617403e-01
  4.023137e-01   5.570248e-01
  4.024037e-01   5.580875e-01
  4.024937e-01   5.446556e-01
  4.025837e-01   5.292521e-01
  4.026738e-01   5.418133e-01
  4.027638e-01   5.716331e-01
  4.028538e-01   5.985044e-01
  4.029439e-01   6.115894e-01
  4.030339e-01   5.803679e-01
  4.031239e-01   5.015617e-01
  4.032139e-01   4.387556e-01
  4.033039e-01   4.221067e-01
  4.033940e-01   4.168286e-01
  4.034840e-01   4.187770e-01
  4.035740e-01   4.439126e-01
  4.036640e-01   4.927975e-01
  4.037540e-01   5.564403e-01
  4.038441e-01   6.083802e-01
  4.039341e-01   6.244729e-01
  4.040241e-01   6.064979e-01
  4.041142e-01   5.741499e-01
  4.042042e-01   5.573098e-01
  4.042942e-01   5.728461e-01
  4.043842e-01   5.807842e-01
  4.044742e-01   5.239982e-01
  4.045643e-01   4.142571e-01
  4.046543e-01   3.287640e-01
  4.047443e-01   3.429696e-01
  4.048343e-01   4.411448e-01
  4.049244e-01   5.284074e-01
  4.050144e-01   5.671322e-01
  4.051044e-01   5.907934e-01
  4.051944e-01   6.041995e-01
  4.052845e-01   5.896544e-01
  4.053745e-01   5.637763e-01
  4.054645e-01   5.437519e-01
  4.055545e-01   5.216600e-01
  4.056445e-01   5.089126e-01
  4.057346e-01   5.074974e-01
  4.058246e-01   4.861396e-01
  4.059146e-01   4.618738e-01
  4.060046e-01   4.799160e-01
  4.060947e-01   5.305916e-01
  4.061847e-01   5.616503e-01
  4.062747e-01   5.311861e-01
  4.063647e-01   4.455467e-01
  4.064548e-01   3.736614e-01
  4.065448e-01   3.898207e-01
  4.066348e-01   4.608145e-01
  4.067248e-01   4.939844e-01
  4.068149e-01   4.907739e-01
  4.069049e-01   5.159490e-01
  4.069949e-01   5.676731e-01
  4.070849e-01   5.777725e-01
  4.071750e-01   5.117301e-01
  4.072650e-01   4.370727e-01
  4.073550e-01   4.509700e-01
  4.074450e-01   5.279684e-01
  4.075350e-01   5.681384e-01
  4.076251e-01   5.427309e-01
  4.077151e-01   4.811409e-01
  4.078051e-01   4.261065e-01
  4.078951e-01   4.209315e-01
  4.079852e-01   4.670975e-01
  4.080752e-01   5.334380e-01
  4.081652e-01   5.970901e-01
  4.082552e-01   6.283542e-01
  4.083453e-01   6.084388e-01
  4.084353e-01   5.669137e-01
  4.085253e-01   5.406778e-01
  4.086153e-01   5.376672e-01
  4.087053e-01   5.586863e-01
  4.087954e-01   6.021405e-01
  4.088854e-01   6.483982e-01
  4.089754e-01   6.693776e-01
  4.090654e-01   6.580125e-01
  4.091555e-01   6.336728e-01
  4.092455e-01   6.105756e-01
  4.093355e-01   5.937116e-01
  4.094256e-01   6.025094e-01
  4.095156e-01   6.132550e-01
  4.096056e-01   5.779198e-01
  4.096956e-01   5.245027e-01
  4.097857e-01   5.028547e-01
  4.098757e-01   5.111504e-01
  4.099657e-01   5.206134e-01
  4.100557e-01   5.070986e-01
  4.101457e-01   4.584491e-01
  4.102358e-01   4.087323e-01
  4.103258e-01   4.123440e-01
  4.104158e-01   4.594750e-01
  4.105058e-01   4.999109e-01
  4.105958e-01   5.289630e-01
  4.106859e-01   5.632272e-01
  4.107759e-01   5.859996e-01
  4.108659e-01   5.850800e-01
  4.109559e-01   5.719489e-01
  4.110459e-01   5.533084e-01
  4.111360e-01   5.354703e-01
  4.112260e-01   5.276349e-01
  4.113160e-01   5.345255e-01
  4.114060e-01   5.600066e-01
  4.114961e-01   5.876783e-01
  4.115861e-01   5.991112e-01
  4.116761e-01   6.038402e-01
  4.117661e-01   6.080326e-01
  4.118562e-01   5.904880e-01
  4.119462e-01   5.467918e-01
  4.120362e-01   5.249928e-01
  4.121262e-01   5.474546e-01
  4.122163e-01   5.681217e-01
  4.123063e-01   5.621568e-01
  4.123963e-01   5.523271e-01
  4.124864e-01   5.644736e-01
  4.125764e-01   5.924034e-01
  4.126664e-01   5.996322e-01
  4.127564e-01   5.798682e-01
  4.128464e-01   5.560930e-01
  4.129365e-01   5.443050e-01
  4.130265e-01   5.447364e-01
  4.131165e-01   5.420914e-01
  4.132065e-01   5.187941e-01
  4.132965e-01   4.751328e-01
  4.133866e-01   4.516700e-01
  4.134766e-01   4.630766e-01
  4.135666e-01   4.949052e-01
  4.136566e-01   5.478805e-01
  4.137467e-01   5.863158e-01
  4.138367e-01   5.889410e-01
  4.139267e-01   5.913626e-01
  4.140167e-01   6.026611e-01
  4.141068e-01   6.067414e-01
  4.141968e-01   5.942176e-01
  4.142868e-01   5.421509e-01
  4.143768e-01   4.552505e-01
  4.144669e-01   4.005745e-01
  4.145569e-01   4.298230e-01
  4.146469e-01   5.025168e-01
  4.147369e-01   5.502548e-01
  4.148270e-01   5.646933e-01
  4.149170e-01   5.616571e-01
  4.150070e-01   5.423390e-01
  4.150970e-01   5.213802e-01
  4.151871e-01   5.198190e-01
  4.152771e-01   5.258849e-01
  4.153671e-01   5.254090e-01
  4.154571e-01   5.157796e-01
  4.155471e-01   5.034461e-01
  4.156372e-01   5.038906e-01
  4.157272e-01   5.050953e-01
  4.158172e-01   5.104539e-01
  4.159072e-01   5.381687e-01
  4.159972e-01   5.714182e-01
  4.160873e-01   5.865562e-01
  4.161773e-01   5.851400e-01
  4.162673e-01   5.945817e-01
  4.163573e-01   6.217395e-01
  4.164474e-01   6.277600e-01
  4.165374e-01   6.042268e-01
  4.166274e-01   5.834386e-01
  4.167174e-01   5.669079e-01
  4.168075e-01   5.396744e-01
  4.168975e-01   5.298565e-01
  4.169875e-01   5.583556e-01
  4.170775e-01   5.882888e-01
  4.171676e-01   5.835763e-01
  4.172576e-01   5.339506e-01
  4.173476e-01   4.723393e-01
  4.174377e-01   4.537195e-01
  4.175277e-01   4.797408e-01
  4.176177e-01   5.101359e-01
  4.177077e-01   5.237536e-01
  4.177977e-01   5.187578e-01
  4.178878e-01   5.112892e-01
  4.179778e-01   5.265419e-01
  4.180678e-01   5.521409e-01
  4.181578e-01   5.551245e-01
  4.182478e-01   5.320247e-01
  4.183379e-01   5.163190e-01
  4.184279e-01   5.296782e-01
  4.185179e-01   5.622572e-01
  4.186079e-01   5.942067e-01
  4.186980e-01   5.837228e-01
  4.187880e-01   5.229974e-01
  4.188780e-01   4.852419e-01
  4.189680e-01   5.162257e-01
  4.190581e-01   5.637745e-01
  4.191481e-01   5.702655e-01
  4.192381e-01   5.520211e-01
  4.193281e-01   5.662187e-01
  4.194182e-01   6.083875e-01
  4.195082e-01   6.134040e-01
  4.195982e-01   5.667885e-01
  4.196882e-01   5.150177e-01
  4.197783e-01   4.902145e-01
  4.198683e-01   4.756925e-01
  4.199583e-01   4.627978e-01
  4.200483e-01   4.758774e-01
  4.201384e-01   4.963850e-01
  4.202284e-01   4.850025e-01
  4.203184e-01   4.689676e-01
  4.204084e-01   4.921718e-01
  4.204984e-01   5.310274e-01
  4.205885e-01   5.542960e-01
  4.206785e-01   5.746349e-01
  4.207685e-01   5.959501e-01
  4.208585e-01   6.129856e-01
  4.209485e-01   6.185827e-01
  4.210386e-01   5.986689e-01
  4.211286e-01   5.737021e-01
  4.212186e-01   5.790523e-01
  4.213086e-01   6.033327e-01
  4.213987e-01   6.071263e-01
  4.214887e-01   5.771192e-01
  4.215787e-01   5.223791e-01
  4.216687e-01   4.816942e-01
  4.217588e-01   5.093282e-01
  4.218488e-01   5.809253e-01
  4.219388e-01   6.268455e-01
  4.220288e-01   6.397840e-01
  4.221189e-01   6.491642e-01
  4.222089e-01   6.556432e-01
  4.222989e-01   6.322632e-01
  4.223890e-01   5.812342e-01
  4.224790e-01   5.253484e-01
  4.225690e-01   4.607659e-01
  4.226590e-01   3.740123e-01
  4.227490e-01   2.936422e-01
  4.228391e-01   2.981859e-01
  4.229291e-01   4.049646e-01
  4.230191e-01   5.203775e-01
  4.231091e-01   5.846009e-01
  4.231991e-01   6.184177e-01
  4.232892e-01   6.191177e-01
  4.233792e-01   5.808141e-01
  4.234692e-01   5.528001e-01
  4.235592e-01   5.538864e-01
  4.236493e-01   5.373870e-01
  4.237393e-01   5.110728e-01
  4.238293e-01   5.212106e-01
  4.239193e-01   5.464587e-01
  4.240094e-01   5.527521e-01
  4.240994e-01   5.593338e-01
  4.241894e-01   5.900216e-01
  4.242794e-01   6.169613e-01
  4.243695e-01   6.160897e-01
  4.244595e-01   6.290524e-01
  4.245495e-01   6.712084e-01
  4.246395e-01   6.885600e-01
  4.247296e-01   6.562735e-01
  4.248196e-01   6.032042e-01
  4.249096e-01   5.632875e-01
  4.249996e-01   5.358773e-01
  4.250897e-01   4.997397e-01
  4.251797e-01   4.849435e-01
  4.252697e-01   5.291107e-01
  4.253597e-01   5.764338e-01
  4.254497e-01   5.572134e-01
  4.255398e-01   5.021452e-01
  4.256298e-01   4.967051e-01
  4.257198e-01   5.610785e-01
  4.258098e-01   6.281019e-01
  4.258998e-01   6.246510e-01
  4.259899e-01   5.599150e-01
  4.260799e-01   4.889804e-01
  4.261699e-01   4.522557e-01
  4.262599e-01   4.878825e-01
  4.263500e-01   5.765633e-01
  4.264400e-01   6.479829e-01
  4.265300e-01   6.717402e-01
  4.266200e-01   6.786434e-01
  4.267101e-01   6.829828e-01
  4.268001e-01   6.598891e-01
  4.268901e-01   6.163675e-01
  4.269801e-01   5.844728e-01
  4.270702e-01   5.494795e-01
  4.271602e-01   4.791750e-01
  4.272502e-01   4.026732e-01
  4.273403e-01   3.937190e-01
  4.274303e-01   4.378853e-01
  4.275203e-01   4.536857e-01
  4.276103e-01   4.569550e-01
  4.277003e-01   5.090273e-01
  4.277904e-01   5.881546e-01
  4.278804e-01   6.452107e-01
  4.279704e-01   6.573057e-01
  4.280604e-01   6.128896e-01
  4.281504e-01   5.594493e-01
  4.282405e-01   5.548747e-01
  4.283305e-01   5.750209e-01
  4.284205e-01   5.929098e-01
  4.285105e-01   6.015750e-01
  4.286006e-01   5.778790e-01
  4.286906e-01   5.463449e-01
  4.287806e-01   5.478507e-01
  4.288706e-01   5.599159e-01
  4.289606e-01   5.281123e-01
  4.290507e-01   4.615312e-01
  4.291407e-01   4.317254e-01
  4.292307e-01   4.682817e-01
  4.293208e-01   5.366897e-01
  4.294108e-01   5.828181e-01
  4.295008e-01   5.719663e-01
  4.295908e-01   5.486263e-01
  4.296809e-01   5.518320e-01
  4.297709e-01   5.448298e-01
  4.298609e-01   5.082232e-01
  4.299509e-01   4.496233e-01
  4.300410e-01   3.824193e-01
  4.301310e-01   3.581484e-01
  4.302210e-01   3.873697e-01
  4.303110e-01   4.117147e-01
  4.304010e-01   4.134577e-01
  4.304911e-01   4.242357e-01
  4.305811e-01   4.328384e-01
  4.306711e-01   4.199029e-01
  4.307611e-01   3.941322e-01
  4.308511e-01   3.534545e-01
  4.309412e-01   3.204701e-01
  4.310312e-01   3.319638e-01
  4.311212e-01   3.734378e-01
  4.312112e-01   4.167553e-01
  4.313013e-01   4.568415e-01
  4.313913e-01   4.995330e-01
  4.314813e-01   5.373063e-01
  4.315713e-01   5.761121e-01
  4.316614e-01   6.563783e-01
  4.317514e-01   7.533010e-01
  4.318414e-01   7.923936e-01
  4.319315e-01   7.769514e-01
  4.320215e-01   7.544909e-01
  4.321115e-01   7.343356e-01
  4.322015e-01   7.093197e-01
  4.322916e-01   6.894856e-01
  4.323816e-01   6.434646e-01
  4.324716e-01   5.490226e-01
  4.325616e-01   4.505715e-01
  4.326516e-01   3.935627e-01
  4.327417e-01   4.231365e-01
  4.328317e-01   5.438461e-01
  4.329217e-01   6.736092e-01
  4.330117e-01   7.347426e-01
  4.331017e-01   7.236290e-01
  4.331918e-01   6.990619e-01
  4.332818e-01   7.051498e-01
  4.333718e-01   7.242224e-01
  4.334618e-01   7.371099e-01
  4.335519e-01   7.546894e-01
  4.336419e-01   7.687644e-01
  4.337319e-01   7.317842e-01
  4.338219e-01   6.341298e-01
  4.339119e-01   5.483862e-01
  4.340020e-01   5.074940e-01
  4.340920e-01   4.751138e-01
  4.341820e-01   4.717702e-01
  4.342721e-01   5.367753e-01
  4.343621e-01   6.149633e-01
  4.344521e-01   6.392532e-01
  4.345422e-01   6.467951e-01
  4.346322e-01   6.811918e-01
  4.347222e-01   7.027109e-01
  4.348122e-01   6.951543e-01
  4.349022e-01   7.089902e-01
  4.349923e-01   7.559696e-01
  4.350823e-01   7.668838e-01
  4.351723e-01   6.848128e-01
  4.352623e-01   5.685601e-01
  4.353523e-01   5.301522e-01
  4.354424e-01   5.829753e-01
  4.355324e-01   6.407338e-01
  4.356224e-01   6.623392e-01
  4.357124e-01   6.847852e-01
  4.358024e-01   7.175983e-01
  4.358925e-01   7.162403e-01
  4.359825e-01   6.719723e-01
  4.360725e-01   6.482880e-01
  4.361626e-01   6.842882e-01
  4.362526e-01   7.377478e-01
  4.363426e-01   7.508590e-01
  4.364326e-01   7.390484e-01
  4.365226e-01   7.576056e-01
  4.366127e-01   7.935633e-01
  4.367027e-01   7.844576e-01
  4.367927e-01   7.245243e-01
  4.368828e-01   6.736240e-01
  4.369728e-01   6.727722e-01
  4.370628e-01   6.913514e-01
  4.371528e-01   6.953027e-01
  4.372429e-01   6.970265e-01
  4.373329e-01   6.971659e-01
  4.374229e-01   6.682754e-01
  4.375129e-01   6.117540e-01
  4.376029e-01   5.695248e-01
  4.376930e-01   5.810707e-01
  4.377830e-01   6.442564e-01
  4.378730e-01   7.078124e-01
  4.379630e-01   7.288207e-01
  4.380530e-01   7.103807e-01
  4.381431e-01   6.821146e-01
  4.382331e-01   6.499206e-01
  4.383231e-01   5.706413e-01
  4.384131e-01   4.379854e-01
  4.385032e-01   3.525987e-01
  4.385932e-01   3.968530e-01
  4.386832e-01   5.243076e-01
  4.387732e-01   6.240900e-01
  4.388633e-01   6.466681e-01
  4.389533e-01   6.341854e-01
  4.390433e-01   6.193341e-01
  4.391333e-01   6.087037e-01
  4.392234e-01   6.181007e-01
  4.393134e-01   6.487085e-01
  4.394034e-01   6.710696e-01
  4.394935e-01   6.606258e-01
  4.395835e-01   6.373733e-01
  4.396735e-01   6.510996e-01
  4.397635e-01   7.143408e-01
  4.398535e-01   7.656663e-01
  4.399436e-01   7.614582e-01
  4.400336e-01   7.146921e-01
  4.401236e-01   6.552703e-01
  4.402136e-01   6.362785e-01
  4.403036e-01   6.783445e-01
  4.403937e-01   6.909420e-01
  4.404837e-01   5.993874e-01
  4.405737e-01   4.917920e-01
  4.406637e-01   4.927082e-01
  4.407538e-01   5.688169e-01
  4.408438e-01   6.050602e-01
  4.409338e-01   6.009096e-01
  4.410238e-01   6.343051e-01
  4.411139e-01   7.059555e-01
  4.412039e-01   7.579931e-01
  4.412939e-01   7.812733e-01
  4.413839e-01   7.861810e-01
  4.414739e-01   7.410484e-01
  4.415640e-01   6.410062e-01
  4.416540e-01   5.774597e-01
  4.417440e-01   6.085526e-01
  4.418341e-01   6.745034e-01
  4.419241e-01   7.282416e-01
  4.420141e-01   7.737412e-01
  4.421041e-01   7.956879e-01
  4.421942e-01   7.725902e-01
  4.422842e-01   7.133119e-01
  4.423742e-01   6.658571e-01
  4.424642e-01   6.713522e-01
  4.425542e-01   7.011388e-01
  4.426443e-01   7.075623e-01
  4.427343e-01   6.985632e-01
  4.428243e-01   7.027711e-01
  4.429143e-01   7.271451e-01
  4.430043e-01   7.383138e-01
  4.430944e-01   7.026585e-01
  4.431844e-01   6.760163e-01
  4.432744e-01   7.059531e-01
  4.433644e-01   7.318324e-01
  4.434545e-01   6.992770e-01
  4.435445e-01   6.333913e-01
  4.436345e-01   5.923994e-01
  4.437245e-01   6.180961e-01
  4.438146e-01   6.935048e-01
  4.439046e-01   7.650184e-01
  4.439946e-01   8.059028e-01
  4.440846e-01   8.028796e-01
  4.441747e-01   7.527650e-01
  4.442647e-01   6.874960e-01
  4.443547e-01   6.450859e-01
  4.444448e-01   6.484083e-01
  4.445348e-01   7.004844e-01
  4.446248e-01   7.715529e-01
  4.447148e-01   8.052605e-01
  4.448048e-01   7.858282e-01
  4.448949e-01   7.715899e-01
  4.449849e-01   7.846290e-01
  4.450749e-01   7.791834e-01
  4.451649e-01   7.596269e-01
  4.452549e-01   7.613813e-01
  4.453450e-01   7.633363e-01
  4.454350e-01   7.307715e-01
  4.455250e-01   6.667949e-01
  4.456150e-01   6.107421e-01
  4.457051e-01   6.083639e-01
  4.457951e-01   6.412069e-01
  4.458851e-01   6.549874e-01
  4.459751e-01   6.424849e-01
  4.460652e-01   6.333208e-01
  4.461552e-01   6.279004e-01
  4.462452e-01   6.082086e-01
  4.463353e-01   6.156804e-01
  4.464253e-01   6.823697e-01
  4.465153e-01   7.402074e-01
  4.466053e-01   7.413515e-01
  4.466953e-01   7.259603e-01
  4.467854e-01   7.268932e-01
  4.468754e-01   7.340761e-01
  4.469654e-01   7.215452e-01
  4.470554e-01   6.995161e-01
  4.471455e-01   7.054994e-01
  4.472355e-01   7.369196e-01
  4.473255e-01   7.717618e-01
  4.474155e-01   8.019473e-01
  4.475055e-01   8.168706e-01
  4.475956e-01   8.073535e-01
  4.476856e-01   8.002189e-01
  4.477756e-01   8.265187e-01
  4.478656e-01   8.623454e-01
  4.479556e-01   8.569320e-01
  4.480457e-01   7.981976e-01
  4.481357e-01   7.234962e-01
  4.482257e-01   6.763599e-01
  4.483158e-01   6.726441e-01
  4.484058e-01   7.175331e-01
  4.484958e-01   7.853466e-01
  4.485858e-01   8.352005e-01
  4.486758e-01   8.602135e-01
  4.487659e-01   8.607967e-01
  4.488559e-01   8.282263e-01
  4.489459e-01   7.700902e-01
  4.490360e-01   7.191808e-01
  4.491260e-01   7.089375e-01
  4.492160e-01   7.449898e-01
  4.493060e-01   7.934887e-01
  4.493961e-01   8.068041e-01
  4.494861e-01   7.626197e-01
  4.495761e-01   7.036834e-01
  4.496661e-01   6.887806e-01
  4.497561e-01   7.167739e-01
  4.498462e-01   7.652439e-01
  4.499362e-01   8.117003e-01
  4.500262e-01   8.361785e-01
  4.501162e-01   8.312987e-01
  4.502062e-01   7.976111e-01
  4.502963e-01   7.842249e-01
  4.503863e-01   8.333192e-01
  4.504763e-01   8.965437e-01
  4.505663e-01   9.175183e-01
  4.506564e-01   9.030341e-01
  4.507464e-01   8.782617e-01
  4.508364e-01   8.575292e-01
  4.509265e-01   8.509622e-01
  4.510165e-01   8.600479e-01
  4.511065e-01   8.782941e-01
  4.511965e-01   8.850244e-01
  4.512866e-01   8.621993e-01
  4.513766e-01   8.251202e-01
  4.514666e-01   7.983508e-01
  4.515566e-01   7.889649e-01
  4.516467e-01   8.016222e-01
  4.517367e-01   8.193635e-01
  4.518267e-01   8.095235e-01
  4.519167e-01   7.888614e-01
  4.520067e-01   8.028912e-01
  4.520968e-01   8.415092e-01
  4.521868e-01   8.706920e-01
  4.522768e-01   8.652685e-01
  4.523668e-01   8.225186e-01
  4.524568e-01   7.949910e-01
  4.525469e-01   7.919946e-01
  4.526369e-01   7.675057e-01
  4.527269e-01   7.199020e-01
  4.528169e-01   6.754591e-01
  4.529069e-01   6.462762e-01
  4.529970e-01   6.386496e-01
  4.530870e-01   6.575731e-01
  4.531770e-01   6.831203e-01
  4.532671e-01   7.128353e-01
  4.533571e-01   7.407185e-01
  4.534471e-01   7.272323e-01
  4.535372e-01   6.844398e-01
  4.536272e-01   6.575360e-01
  4.537172e-01   6.926624e-01
  4.538072e-01   7.888564e-01
  4.538972e-01   8.564356e-01
  4.539873e-01   8.490712e-01
  4.540773e-01   8.069194e-01
  4.541673e-01   7.700117e-01
  4.542573e-01   7.660434e-01
  4.543474e-01   7.979128e-01
  4.544374e-01   8.234145e-01
  4.545274e-01   8.047744e-01
  4.546174e-01   7.695075e-01
  4.547074e-01   7.648686e-01
  4.547975e-01   7.816805e-01
  4.548875e-01   7.862003e-01
  4.549775e-01   7.624282e-01
  4.550675e-01   7.388199e-01
  4.551575e-01   7.598274e-01
  4.552476e-01   7.920622e-01
  4.553376e-01   7.867028e-01
  4.554276e-01   7.653580e-01
  4.555176e-01   7.482317e-01
  4.556077e-01   7.394876e-01
  4.556977e-01   7.587678e-01
  4.557877e-01   8.084812e-01
  4.558778e-01   8.546376e-01
  4.559678e-01   8.729338e-01
  4.560578e-01   8.709395e-01
  4.561479e-01   8.625418e-01
  4.562379e-01   8.668341e-01
  4.563279e-01   8.707597e-01
  4.564179e-01   8.393979e-01
  4.565079e-01   7.848091e-01
  4.565980e-01   7.488207e-01
  4.566880e-01   7.570509e-01
  4.567780e-01   8.103950e-01
  4.568680e-01   8.667276e-01
  4.569580e-01   8.825199e-01
  4.570481e-01   8.688209e-01
  4.571381e-01   8.383067e-01
  4.572281e-01   7.881120e-01
  4.573181e-01   7.758347e-01
  4.574081e-01   8.302171e-01
  4.574982e-01   8.738356e-01
  4.575882e-01   8.653912e-01
  4.576782e-01   8.526752e-01
  4.577682e-01   8.572648e-01
  4.578583e-01   8.559261e-01
  4.579483e-01   8.308166e-01
  4.580383e-01   7.842644e-01
  4.581283e-01   7.412657e-01
  4.582184e-01   7.340451e-01
  4.583084e-01   7.665010e-01
  4.583984e-01   7.986568e-01
  4.584884e-01   7.988796e-01
  4.585785e-01   7.804478e-01
  4.586685e-01   7.607194e-01
  4.587585e-01   7.617993e-01
  4.588486e-01   8.025948e-01
  4.589386e-01   8.537629e-01
  4.590286e-01   8.795795e-01
  4.591186e-01   8.693791e-01
  4.592086e-01   8.310628e-01
  4.592987e-01   7.930146e-01
  4.593887e-01   7.810943e-01
  4.594787e-01   7.855303e-01
  4.595687e-01   7.799244e-01
  4.596587e-01   7.695074e-01
  4.597488e-01   7.710842e-01
  4.598388e-01   7.774546e-01
  4.599288e-01   7.877461e-01
  4.600188e-01   8.026458e-01
  4.601088e-01   7.923412e-01
  4.601989e-01   7.738625e-01
  4.602889e-01   7.862493e-01
  4.603789e-01   8.034901e-01
  4.604690e-01   8.045253e-01
  4.605590e-01   7.946877e-01
  4.606490e-01   7.828237e-01
  4.607391e-01   7.940064e-01
  4.608291e-01   8.331866e-01
  4.609191e-01   8.842595e-01
  4.610091e-01   9.202041e-01
  4.610992e-01   9.146837e-01
  4.611892e-01   8.785588e-01
  4.612792e-01   8.480783e-01
  4.613692e-01   8.341533e-01
  4.614592e-01   8.295740e-01
  4.615493e-01   8.495252e-01
  4.616393e-01   8.748831e-01
  4.617293e-01   8.773496e-01
  4.618193e-01   8.805888e-01
  4.619093e-01   8.826243e-01
  4.619994e-01   8.602465e-01
  4.620894e-01   8.476553e-01
  4.621794e-01   8.724208e-01
  4.622694e-01   8.882102e-01
  4.623595e-01   8.733904e-01
  4.624495e-01   8.683770e-01
  4.625395e-01   8.745233e-01
  4.626295e-01   8.622237e-01
  4.627195e-01   8.470813e-01
  4.628096e-01   8.568567e-01
  4.628996e-01   8.739063e-01
  4.629896e-01   8.656641e-01
  4.630797e-01   8.504043e-01
  4.631697e-01   8.663324e-01
  4.632597e-01   8.908647e-01
  4.633498e-01   8.752471e-01
  4.634398e-01   8.366473e-01
  4.635298e-01   8.224127e-01
  4.636198e-01   8.309966e-01
  4.637098e-01   8.352635e-01
  4.637999e-01   8.184644e-01
  4.638899e-01   7.915850e-01
  4.639799e-01   7.773756e-01
  4.640699e-01   7.685776e-01
  4.641599e-01   7.756333e-01
  4.642500e-01   8.139352e-01
  4.643400e-01   8.424038e-01
  4.644300e-01   8.312190e-01
  4.645200e-01   8.061134e-01
  4.646100e-01   7.800397e-01
  4.647001e-01   7.370797e-01
  4.647901e-01   6.989145e-01
  4.648801e-01   6.989202e-01
  4.649702e-01   7.288127e-01
  4.650602e-01   7.675938e-01
  4.651502e-01   8.036028e-01
  4.652402e-01   8.269161e-01
  4.653303e-01   8.419757e-01
  4.654203e-01   8.468721e-01
  4.655103e-01   8.202169e-01
  4.656003e-01   7.819423e-01
  4.656904e-01   7.684797e-01
  4.657804e-01   7.818788e-01
  4.658704e-01   8.232836e-01
  4.659604e-01   8.799432e-01
  4.660505e-01   9.202643e-01
  4.661405e-01   9.250336e-01
  4.662305e-01   8.965288e-01
  4.663205e-01   8.532856e-01
  4.664105e-01   8.155878e-01
  4.665006e-01   8.015515e-01
  4.665906e-01   8.042709e-01
  4.666806e-01   7.770014e-01
  4.667706e-01   7.039537e-01
  4.668606e-01   6.440513e-01
  4.669507e-01   6.575083e-01
  4.670407e-01   7.268879e-01
  4.671307e-01   7.965362e-01
  4.672207e-01   8.369178e-01
  4.673108e-01   8.402017e-01
  4.674008e-01   8.188871e-01
  4.674908e-01   8.012720e-01
  4.675808e-01   8.045707e-01
  4.676709e-01   8.334751e-01
  4.677609e-01   8.643804e-01
  4.678509e-01   8.594546e-01
  4.679409e-01   8.226100e-01
  4.680310e-01   7.895046e-01
  4.681210e-01   7.718432e-01
  4.682110e-01   7.618966e-01
  4.683011e-01   7.662663e-01
  4.683911e-01   7.949619e-01
  4.684811e-01   8.266082e-01
  4.685711e-01   8.342220e-01
  4.686611e-01   8.313229e-01
  4.687512e-01   8.281125e-01
  4.688412e-01   8.152739e-01
  4.689312e-01   8.041095e-01
  4.690212e-01   8.090114e-01
  4.691112e-01   8.120706e-01
  4.692013e-01   7.994649e-01
  4.692913e-01   7.912898e-01
  4.693813e-01   8.002096e-01
  4.694713e-01   8.143381e-01
  4.695614e-01   8.332379e-01
  4.696514e-01   8.578506e-01
  4.697414e-01   8.694931e-01
  4.698314e-01   8.454919e-01
  4.699215e-01   7.929663e-01
  4.700115e-01   7.567058e-01
  4.701015e-01   7.637936e-01
  4.701916e-01   7.779668e-01
  4.702816e-01   7.683269e-01
  4.703716e-01   7.449233e-01
  4.704616e-01   7.427091e-01
  4.705516e-01   7.770780e-01
  4.706417e-01   8.094587e-01
  4.707317e-01   8.074807e-01
  4.708217e-01   7.815357e-01
  4.709117e-01   7.612313e-01
  4.710018e-01   7.567298e-01
  4.710918e-01   7.694272e-01
  4.711818e-01   8.083965e-01
  4.712718e-01   8.435778e-01
  4.713618e-01   8.410290e-01
  4.714519e-01   8.096546e-01
  4.715419e-01   7.731099e-01
  4.716319e-01   7.742546e-01
  4.717219e-01   8.220576e-01
  4.718119e-01   8.648059e-01
  4.719020e-01   8.787173e-01
  4.719920e-01   8.919930e-01
  4.720820e-01   9.116156e-01
  4.721721e-01   9.152748e-01
  4.722621e-01   8.961376e-01
  4.723521e-01   8.717014e-01
  4.724421e-01   8.698575e-01
  4.725322e-01   8.950025e-01
  4.726222e-01   9.168943e-01
  4.727122e-01   9.012872e-01
  4.728022e-01   8.382091e-01
  4.728923e-01   7.684491e-01
  4.729823e-01   7.401468e-01
  4.730723e-01   7.469977e-01
  4.731623e-01   7.625418e-01
  4.732524e-01   7.839203e-01
  4.733424e-01   8.129602e-01
  4.734324e-01   8.310995e-01
